DATE, NASDAQ100 
11/5/2014," 4,153 "
11/6/2014," 4,164 "
11/7/2014," 4,161 "
11/10/2014," 4,176 "
11/11/2014," 4,187 "
11/12/2014," 4,195 "
11/13/2014," 4,213 "
11/14/2014," 4,225 "
11/17/2014," 4,214 "
11/18/2014," 4,242 "
11/19/2014," 4,223 "
11/20/2014," 4,242 "
11/21/2014," 4,251 "
11/24/2014," 4,284 "
11/25/2014," 4,288 "
11/26/2014," 4,318 "
11/27/2014,
11/28/2014," 4,338 "
12/1/2014," 4,288 "
12/2/2014," 4,306 "
12/3/2014," 4,313 "
12/4/2014," 4,312 "
12/5/2014," 4,312 "
12/8/2014," 4,278 "
12/9/2014," 4,295 "
12/10/2014," 4,225 "
12/11/2014," 4,246 "
12/12/2014," 4,199 "
12/15/2014," 4,157 "
12/16/2014," 4,090 "
12/17/2014," 4,165 "
12/18/2014," 4,268 "
12/19/2014," 4,282 "
12/22/2014," 4,294 "
12/23/2014," 4,279 "
12/24/2014," 4,283 "
12/25/2014,
12/26/2014," 4,314 "
12/29/2014," 4,313 "
12/30/2014," 4,282 "
12/31/2014," 4,236 "
1/1/2015,
1/2/2015," 4,230 "
1/5/2015," 4,161 "
1/6/2015," 4,111 "
1/7/2015," 4,160 "
1/8/2015," 4,241 "
1/9/2015," 4,213 "
1/12/2015," 4,170 "
1/13/2015," 4,166 "
1/14/2015," 4,146 "
1/15/2015," 4,090 "
1/16/2015," 4,142 "
1/19/2015,
1/20/2015," 4,171 "
1/21/2015," 4,192 "
1/22/2015," 4,270 "
1/23/2015," 4,278 "
1/26/2015," 4,276 "
1/27/2015," 4,166 "
1/28/2015," 4,140 "
1/29/2015," 4,181 "
1/30/2015," 4,148 "
2/2/2015," 4,189 "
2/3/2015," 4,229 "
2/4/2015," 4,221 "
2/5/2015," 4,256 "
2/6/2015," 4,229 "
2/9/2015," 4,216 "
2/10/2015," 4,281 "
2/11/2015," 4,296 "
2/12/2015," 4,348 "
2/13/2015," 4,384 "
2/16/2015,
2/17/2015," 4,385 "
2/18/2015," 4,391 "
2/19/2015," 4,412 "
2/20/2015," 4,443 "
2/23/2015," 4,449 "
2/24/2015," 4,451 "
2/25/2015," 4,441 "
2/26/2015," 4,462 "
2/27/2015," 4,441 "
3/2/2015," 4,483 "
3/3/2015," 4,459 "
3/4/2015," 4,445 "
3/5/2015," 4,452 "
3/6/2015," 4,399 "
3/9/2015," 4,413 "
3/10/2015," 4,329 "
3/11/2015," 4,305 "
3/12/2015," 4,336 "
3/13/2015," 4,315 "
3/16/2015," 4,370 "
3/17/2015," 4,376 "
3/18/2015," 4,423 "
3/19/2015," 4,427 "
3/20/2015," 4,459 "
3/23/2015," 4,446 "
3/24/2015," 4,431 "
3/25/2015," 4,329 "
3/26/2015," 4,315 "
3/27/2015," 4,333 "
3/30/2015," 4,383 "
3/31/2015," 4,334 "
4/1/2015," 4,311 "
4/2/2015," 4,316 "
4/3/2015,
4/6/2015," 4,351 "
4/7/2015," 4,344 "
4/8/2015," 4,376 "
4/9/2015," 4,404 "
4/10/2015," 4,422 "
4/13/2015," 4,409 "
4/14/2015," 4,398 "
4/15/2015," 4,425 "
4/16/2015," 4,419 "
4/17/2015," 4,352 "
4/20/2015," 4,417 "
4/21/2015," 4,436 "
4/22/2015," 4,461 "
4/23/2015," 4,477 "
4/24/2015," 4,537 "
4/27/2015," 4,525 "
4/28/2015," 4,515 "
4/29/2015," 4,488 "
4/30/2015," 4,414 "
5/1/2015," 4,479 "
5/4/2015," 4,483 "
5/5/2015," 4,409 "
5/6/2015," 4,380 "
5/7/2015," 4,402 "
5/8/2015," 4,459 "
5/11/2015," 4,439 "
5/12/2015," 4,421 "
5/13/2015," 4,427 "
5/14/2015," 4,495 "
5/15/2015," 4,494 "
5/18/2015," 4,513 "
5/19/2015," 4,504 "
5/20/2015," 4,505 "
5/21/2015," 4,529 "
5/22/2015," 4,527 "
5/25/2015,
5/26/2015," 4,473 "
5/27/2015," 4,546 "
5/28/2015," 4,536 "
5/29/2015," 4,508 "
6/1/2015," 4,522 "
6/2/2015," 4,509 "
6/3/2015," 4,520 "
6/4/2015," 4,487 "
6/5/2015," 4,477 "
6/8/2015," 4,432 "
6/9/2015," 4,428 "
6/10/2015," 4,485 "
6/11/2015," 4,488 "
6/12/2015," 4,454 "
6/15/2015," 4,433 "
6/16/2015," 4,456 "
6/17/2015," 4,469 "
6/18/2015," 4,532 "
6/19/2015," 4,513 "
6/22/2015," 4,544 "
6/23/2015," 4,549 "
6/24/2015," 4,525 "
6/25/2015," 4,514 "
6/26/2015," 4,484 "
6/29/2015," 4,380 "
6/30/2015," 4,397 "
7/1/2015," 4,429 "
7/2/2015," 4,433 "
7/3/2015,
7/6/2015," 4,419 "
7/7/2015," 4,429 "
7/8/2015," 4,352 "
7/9/2015," 4,352 "
7/10/2015," 4,420 "
7/13/2015," 4,494 "
7/14/2015," 4,523 "
7/15/2015," 4,528 "
7/16/2015," 4,595 "
7/17/2015," 4,662 "
7/20/2015," 4,680 "
7/21/2015," 4,674 "
7/22/2015," 4,623 "
7/23/2015," 4,603 "
7/24/2015," 4,557 "
7/27/2015," 4,519 "
7/28/2015," 4,560 "
7/29/2015," 4,582 "
7/30/2015," 4,599 "
7/31/2015," 4,589 "
8/3/2015," 4,580 "
8/4/2015," 4,567 "
8/5/2015," 4,602 "
8/6/2015," 4,529 "
8/7/2015," 4,520 "
8/10/2015," 4,573 "
8/11/2015," 4,514 "
8/12/2015," 4,528 "
8/13/2015," 4,519 "
8/14/2015," 4,531 "
8/17/2015," 4,566 "
8/18/2015," 4,542 "
8/19/2015," 4,511 "
8/20/2015," 4,385 "
8/21/2015," 4,197 "
8/24/2015," 4,039 "
8/25/2015," 4,016 "
8/26/2015," 4,220 "
8/27/2015," 4,325 "
8/28/2015," 4,329 "
8/31/2015," 4,275 "
9/1/2015," 4,143 "
9/2/2015," 4,256 "
9/3/2015," 4,235 "
9/4/2015," 4,185 "
9/7/2015,
9/8/2015," 4,304 "
9/9/2015," 4,253 "
9/10/2015," 4,296 "
9/11/2015," 4,323 "
9/14/2015," 4,309 "
9/15/2015," 4,360 "
9/16/2015," 4,384 "
9/17/2015," 4,385 "
9/18/2015," 4,324 "
9/21/2015," 4,336 "
9/22/2015," 4,274 "
9/23/2015," 4,274 "
9/24/2015," 4,261 "
9/25/2015," 4,225 "
9/28/2015," 4,103 "
9/29/2015," 4,083 "
9/30/2015," 4,181 "
10/1/2015," 4,193 "
10/2/2015," 4,267 "
10/5/2015," 4,331 "
10/6/2015," 4,307 "
10/7/2015," 4,333 "
10/8/2015," 4,350 "
10/9/2015," 4,370 "
10/12/2015," 4,383 "
10/13/2015," 4,353 "
10/14/2015," 4,347 "
10/15/2015," 4,418 "
10/16/2015," 4,439 "
10/19/2015," 4,462 "
10/20/2015," 4,438 "
10/21/2015," 4,414 "
10/22/2015," 4,503 "
10/23/2015," 4,624 "
10/26/2015," 4,631 "
10/27/2015," 4,639 "
10/28/2015," 4,679 "
10/29/2015," 4,671 "
10/30/2015," 4,649 "
11/2/2015," 4,704 "
11/3/2015," 4,719 "
11/4/2015," 4,718 "
11/5/2015," 4,703 "
11/6/2015," 4,707 "
11/9/2015," 4,656 "
11/10/2015," 4,642 "
11/11/2015," 4,637 "
11/12/2015," 4,589 "
11/13/2015," 4,502 "
11/16/2015," 4,565 "
11/17/2015," 4,566 "
11/18/2015," 4,653 "
11/19/2015," 4,655 "
11/20/2015," 4,686 "
11/23/2015," 4,675 "
11/24/2015," 4,669 "
11/25/2015," 4,673 "
11/26/2015,
11/27/2015," 4,680 "
11/30/2015," 4,665 "
12/1/2015," 4,716 "
12/2/2015," 4,686 "
12/3/2015," 4,607 "
12/4/2015," 4,716 "
12/7/2015," 4,694 "
12/8/2015," 4,695 "
12/9/2015," 4,622 "
12/10/2015," 4,643 "
12/11/2015," 4,538 "
12/14/2015," 4,570 "
12/15/2015," 4,597 "
12/16/2015," 4,665 "
12/17/2015," 4,598 "
12/18/2015," 4,515 "
12/21/2015," 4,561 "
12/22/2015," 4,589 "
12/23/2015," 4,625 "
12/24/2015," 4,623 "
12/25/2015,
12/28/2015," 4,621 "
12/29/2015," 4,691 "
12/30/2015," 4,652 "
12/31/2015," 4,593 "
1/1/2016,
1/4/2016," 4,498 "
1/5/2016," 4,484 "
1/6/2016," 4,444 "
1/7/2016," 4,306 "
1/8/2016," 4,271 "
1/11/2016," 4,284 "
1/12/2016," 4,334 "
1/13/2016," 4,183 "
1/14/2016," 4,273 "
1/15/2016," 4,141 "
1/18/2016,
1/19/2016," 4,147 "
1/20/2016," 4,136 "
1/21/2016," 4,143 "
1/22/2016," 4,260 "
1/25/2016," 4,197 "
1/26/2016," 4,234 "
1/27/2016," 4,129 "
1/28/2016," 4,186 "
1/29/2016," 4,279 "
2/1/2016," 4,287 "
2/2/2016," 4,193 "
2/3/2016," 4,172 "
2/4/2016," 4,168 "
2/5/2016," 4,024 "
2/8/2016," 3,961 "
2/9/2016," 3,948 "
2/10/2016," 3,966 "
2/11/2016," 3,962 "
2/12/2016," 4,019 "
2/15/2016,
2/16/2016," 4,104 "
2/17/2016," 4,199 "
2/18/2016," 4,151 "
2/19/2016," 4,164 "
2/22/2016," 4,231 "
2/23/2016," 4,163 "
2/24/2016," 4,201 "
2/25/2016," 4,241 "
2/26/2016," 4,236 "
2/29/2016," 4,201 "
3/1/2016," 4,334 "
3/2/2016," 4,334 "
3/3/2016," 4,326 "
3/4/2016," 4,329 "
3/7/2016," 4,303 "
3/8/2016," 4,266 "
3/9/2016," 4,293 "
3/10/2016," 4,287 "
3/11/2016," 4,362 "
3/14/2016," 4,367 "
3/15/2016," 4,367 "
3/16/2016," 4,404 "
3/17/2016," 4,400 "
3/18/2016," 4,411 "
3/21/2016," 4,427 "
3/22/2016," 4,438 "
3/23/2016," 4,403 "
3/24/2016," 4,406 "
3/25/2016,
3/28/2016," 4,398 "
3/29/2016," 4,468 "
3/30/2016," 4,491 "
3/31/2016," 4,484 "
4/1/2016," 4,532 "
4/4/2016," 4,512 "
4/5/2016," 4,471 "
4/6/2016," 4,544 "
4/7/2016," 4,475 "
4/8/2016," 4,475 "
4/11/2016," 4,459 "
4/12/2016," 4,496 "
4/13/2016," 4,555 "
4/14/2016," 4,555 "
4/15/2016," 4,543 "
4/18/2016," 4,569 "
4/19/2016," 4,537 "
4/20/2016," 4,540 "
4/21/2016," 4,541 "
4/22/2016," 4,474 "
4/25/2016," 4,474 "
4/26/2016," 4,453 "
4/27/2016," 4,417 "
4/28/2016," 4,364 "
4/29/2016," 4,341 "
5/2/2016," 4,381 "
5/3/2016," 4,341 "
5/4/2016," 4,312 "
5/5/2016," 4,309 "
5/6/2016," 4,330 "
5/9/2016," 4,341 "
5/10/2016," 4,402 "
5/11/2016," 4,361 "
5/12/2016," 4,343 "
5/13/2016," 4,327 "
5/16/2016," 4,380 "
5/17/2016," 4,323 "
5/18/2016," 4,338 "
5/19/2016," 4,316 "
5/20/2016," 4,363 "
5/23/2016," 4,355 "
5/24/2016," 4,444 "
5/25/2016," 4,476 "
5/26/2016," 4,488 "
5/27/2016," 4,513 "
5/30/2016,
5/31/2016," 4,524 "
6/1/2016," 4,520 "
6/2/2016," 4,531 "
6/3/2016," 4,510 "
6/6/2016," 4,524 "
6/7/2016," 4,513 "
6/8/2016," 4,521 "
6/9/2016," 4,513 "
6/10/2016," 4,461 "
6/13/2016," 4,423 "
6/14/2016," 4,425 "
6/15/2016," 4,410 "
6/16/2016," 4,424 "
6/17/2016," 4,374 "
6/20/2016," 4,400 "
6/21/2016," 4,413 "
6/22/2016," 4,405 "
6/23/2016," 4,467 "
6/24/2016," 4,286 "
6/27/2016," 4,201 "
6/28/2016," 4,290 "
6/29/2016," 4,365 "
6/30/2016," 4,418 "
7/1/2016," 4,437 "
7/4/2016,
7/5/2016," 4,411 "
7/6/2016," 4,445 "
7/7/2016," 4,460 "
7/8/2016," 4,528 "
7/11/2016," 4,555 "
7/12/2016," 4,578 "
7/13/2016," 4,566 "
7/14/2016," 4,596 "
7/15/2016," 4,590 "
7/18/2016," 4,620 "
7/19/2016," 4,603 "
7/20/2016," 4,657 "
7/21/2016," 4,647 "
7/22/2016," 4,666 "
7/25/2016," 4,666 "
7/26/2016," 4,672 "
7/27/2016," 4,703 "
7/28/2016," 4,721 "
7/29/2016," 4,730 "
8/1/2016," 4,756 "
8/2/2016," 4,719 "
8/3/2016," 4,734 "
8/4/2016," 4,744 "
8/5/2016," 4,791 "
8/8/2016," 4,785 "
8/9/2016," 4,796 "
8/10/2016," 4,783 "
8/11/2016," 4,803 "
8/12/2016," 4,807 "
8/15/2016," 4,827 "
8/16/2016," 4,797 "
8/17/2016," 4,805 "
8/18/2016," 4,809 "
8/19/2016," 4,806 "
8/22/2016," 4,809 "
8/23/2016," 4,818 "
8/24/2016," 4,783 "
8/25/2016," 4,775 "
8/26/2016," 4,784 "
8/29/2016," 4,791 "
8/30/2016," 4,776 "
8/31/2016," 4,771 "
9/1/2016," 4,784 "
9/2/2016," 4,799 "
9/5/2016,
9/6/2016," 4,830 "
9/7/2016," 4,832 "
9/8/2016," 4,804 "
9/9/2016," 4,682 "
9/12/2016," 4,765 "
9/13/2016," 4,723 "
9/14/2016," 4,746 "
9/15/2016," 4,820 "
9/16/2016," 4,818 "
9/19/2016," 4,796 "
9/20/2016," 4,805 "
9/21/2016," 4,854 "
9/22/2016," 4,891 "
9/23/2016," 4,859 "
9/26/2016," 4,817 "
9/27/2016," 4,867 "
9/28/2016," 4,875 "
9/29/2016," 4,838 "
9/30/2016," 4,876 "
10/3/2016," 4,867 "
10/4/2016," 4,859 "
10/5/2016," 4,878 "
10/6/2016," 4,874 "
10/7/2016," 4,865 "
10/10/2016," 4,894 "
10/11/2016," 4,822 "
10/12/2016," 4,820 "
10/13/2016," 4,803 "
10/14/2016," 4,808 "
10/17/2016," 4,796 "
10/18/2016," 4,840 "
10/19/2016," 4,837 "
10/20/2016," 4,833 "
10/21/2016," 4,852 "
10/24/2016," 4,910 "
10/25/2016," 4,891 "
10/26/2016," 4,861 "
10/27/2016," 4,836 "
10/28/2016," 4,806 "
10/31/2016," 4,801 "
11/1/2016," 4,767 "
11/2/2016," 4,727 "
11/3/2016," 4,679 "
11/4/2016," 4,660 "
11/7/2016," 4,774 "
11/8/2016," 4,805 "
11/9/2016," 4,825 "
11/10/2016," 4,747 "
11/11/2016," 4,752 "
11/14/2016," 4,702 "
11/15/2016," 4,764 "
11/16/2016," 4,792 "
11/17/2016," 4,827 "
11/18/2016," 4,808 "
11/21/2016," 4,859 "
11/22/2016," 4,874 "
11/23/2016," 4,854 "
11/24/2016,
11/25/2016," 4,870 "
11/28/2016," 4,857 "
11/29/2016," 4,873 "
11/30/2016," 4,811 "
12/1/2016," 4,734 "
12/2/2016," 4,739 "
12/5/2016," 4,778 "
12/6/2016," 4,789 "
12/7/2016," 4,852 "
12/8/2016," 4,859 "
12/9/2016," 4,896 "
12/12/2016," 4,874 "
12/13/2016," 4,936 "
12/14/2016," 4,921 "
12/15/2016," 4,933 "
12/16/2016," 4,915 "
12/19/2016," 4,935 "
12/20/2016," 4,954 "
12/21/2016," 4,949 "
12/22/2016," 4,934 "
12/23/2016," 4,940 "
12/26/2016,
12/27/2016," 4,966 "
12/28/2016," 4,926 "
12/29/2016," 4,918 "
12/30/2016," 4,864 "
1/2/2017,
1/3/2017," 4,911 "
1/4/2017," 4,937 "
1/5/2017," 4,965 "
1/6/2017," 5,007 "
1/9/2017," 5,025 "
1/10/2017," 5,035 "
1/11/2017," 5,050 "
1/12/2017," 5,041 "
1/13/2017," 5,060 "
1/16/2017,
1/17/2017," 5,045 "
1/18/2017," 5,056 "
1/19/2017," 5,051 "
1/20/2017," 5,063 "
1/23/2017," 5,066 "
1/24/2017," 5,101 "
1/25/2017," 5,151 "
1/26/2017," 5,157 "
1/27/2017," 5,168 "
1/30/2017," 5,129 "
1/31/2017," 5,117 "
2/1/2017," 5,153 "
2/2/2017," 5,148 "
2/3/2017," 5,162 "
2/6/2017," 5,168 "
2/7/2017," 5,186 "
2/8/2017," 5,197 "
2/9/2017," 5,212 "
2/10/2017," 5,227 "
2/13/2017," 5,257 "
2/14/2017," 5,271 "
2/15/2017," 5,302 "
2/16/2017," 5,301 "
2/17/2017," 5,325 "
2/20/2017,
2/21/2017," 5,351 "
2/22/2017," 5,352 "
2/23/2017," 5,332 "
2/24/2017," 5,343 "
2/27/2017," 5,348 "
2/28/2017," 5,330 "
3/1/2017," 5,391 "
3/2/2017," 5,363 "
3/3/2017," 5,373 "
3/6/2017," 5,360 "
3/7/2017," 5,351 "
3/8/2017," 5,360 "
3/9/2017," 5,364 "
3/10/2017," 5,386 "
3/13/2017," 5,395 "
3/14/2017," 5,382 "
3/15/2017," 5,416 "
3/16/2017," 5,412 "
3/17/2017," 5,409 "
3/20/2017," 5,413 "
3/21/2017," 5,333 "
3/22/2017," 5,368 "
3/23/2017," 5,355 "
3/24/2017," 5,364 "
3/27/2017," 5,374 "
3/28/2017," 5,407 "
3/29/2017," 5,430 "
3/30/2017," 5,440 "
3/31/2017," 5,436 "
4/3/2017," 5,432 "
4/4/2017," 5,440 "
4/5/2017," 5,419 "
4/6/2017," 5,421 "
4/7/2017," 5,418 "
4/10/2017," 5,422 "
4/11/2017," 5,398 "
4/12/2017," 5,377 "
4/13/2017," 5,354 "
4/14/2017,
4/17/2017," 5,399 "
4/18/2017," 5,392 "
4/19/2017," 5,400 "
4/20/2017," 5,444 "
4/21/2017," 5,442 "
4/24/2017," 5,508 "
4/25/2017," 5,548 "
4/26/2017," 5,541 "
4/27/2017," 5,571 "
4/28/2017," 5,584 "
5/1/2017," 5,630 "
5/2/2017," 5,644 "
5/3/2017," 5,625 "
5/4/2017," 5,626 "
5/5/2017," 5,646 "
5/8/2017," 5,659 "
5/9/2017," 5,678 "
5/10/2017," 5,682 "
5/11/2017," 5,674 "
5/12/2017," 5,687 "
5/15/2017," 5,704 "
5/16/2017," 5,724 "
5/17/2017," 5,581 "
5/18/2017," 5,626 "
5/19/2017," 5,652 "
5/22/2017," 5,699 "
5/23/2017," 5,703 "
5/24/2017," 5,730 "
5/25/2017," 5,778 "
5/26/2017," 5,788 "
5/29/2017,
5/30/2017," 5,795 "
5/31/2017," 5,789 "
6/1/2017," 5,817 "
6/2/2017," 5,881 "
6/5/2017," 5,878 "
6/6/2017," 5,857 "
6/7/2017," 5,878 "
6/8/2017," 5,885 "
6/9/2017," 5,742 "
6/12/2017," 5,708 "
6/13/2017," 5,752 "
6/14/2017," 5,727 "
6/15/2017," 5,701 "
6/16/2017," 5,681 "
6/19/2017," 5,772 "
6/20/2017," 5,726 "
6/21/2017," 5,782 "
6/22/2017," 5,780 "
6/23/2017," 5,803 "
6/26/2017," 5,778 "
6/27/2017," 5,672 "
6/28/2017," 5,753 "
6/29/2017," 5,653 "
6/30/2017," 5,647 "
7/3/2017," 5,597 "
7/4/2017,
7/5/2017," 5,649 "
7/6/2017," 5,598 "
7/7/2017," 5,656 "
7/10/2017," 5,694 "
7/11/2017," 5,710 "
7/12/2017," 5,779 "
7/13/2017," 5,793 "
7/14/2017," 5,838 "
7/17/2017," 5,840 "
7/18/2017," 5,880 "
7/19/2017," 5,916 "
7/20/2017," 5,921 "
7/21/2017," 5,922 "
7/24/2017," 5,941 "
7/25/2017," 5,931 "
7/26/2017," 5,951 "
7/27/2017," 5,917 "
7/28/2017," 5,909 "
7/31/2017," 5,880 "
8/1/2017," 5,895 "
8/2/2017," 5,914 "
8/3/2017," 5,891 "
8/4/2017," 5,900 "
8/7/2017," 5,935 "
8/8/2017," 5,926 "
8/9/2017," 5,919 "
8/10/2017," 5,788 "
8/11/2017," 5,832 "
8/14/2017," 5,908 "
8/15/2017," 5,908 "
8/16/2017," 5,917 "
8/17/2017," 5,796 "
8/18/2017," 5,791 "
8/21/2017," 5,787 "
8/22/2017," 5,873 "
8/23/2017," 5,852 "
8/24/2017," 5,834 "
8/25/2017," 5,823 "
8/28/2017," 5,838 "
8/29/2017," 5,862 "
8/30/2017," 5,933 "
8/31/2017," 5,989 "
9/1/2017," 5,988 "
9/4/2017,
9/5/2017," 5,933 "
9/6/2017," 5,951 "
9/7/2017," 5,964 "
9/8/2017," 5,913 "
9/11/2017," 5,981 "
9/12/2017," 5,996 "
9/13/2017," 6,004 "
9/14/2017," 5,969 "
9/15/2017," 5,988 "
9/18/2017," 5,981 "
9/19/2017," 5,991 "
9/20/2017," 5,974 "
9/21/2017," 5,935 "
9/22/2017," 5,932 "
9/25/2017," 5,867 "
9/26/2017," 5,881 "
9/27/2017," 5,938 "
9/28/2017," 5,933 "
9/29/2017," 5,979 "
10/2/2017," 5,982 "
10/3/2017," 5,995 "
10/4/2017," 5,999 "
10/5/2017," 6,057 "
10/6/2017," 6,065 "
10/9/2017," 6,059 "
10/10/2017," 6,064 "
10/11/2017," 6,081 "
10/12/2017," 6,070 "
10/13/2017," 6,092 "
10/16/2017," 6,115 "
10/17/2017," 6,123 "
10/18/2017," 6,114 "
10/19/2017," 6,093 "
10/20/2017," 6,109 "
10/23/2017," 6,068 "
10/24/2017," 6,080 "
10/25/2017," 6,055 "
10/26/2017," 6,038 "
10/27/2017," 6,213 "
10/30/2017," 6,228 "
10/31/2017," 6,249 "
11/1/2017," 6,249 "
11/2/2017," 6,236 "
11/3/2017," 6,296 "
11/6/2017," 6,314 "
11/7/2017," 6,321 "
11/8/2017," 6,346 "
11/9/2017," 6,312 "
11/10/2017," 6,309 "
11/13/2017," 6,316 "
11/14/2017," 6,294 "
11/15/2017," 6,258 "
11/16/2017," 6,339 "
11/17/2017," 6,315 "
11/20/2017," 6,309 "
11/21/2017," 6,379 "
11/22/2017," 6,386 "
11/23/2017,
11/24/2017," 6,409 "
11/27/2017," 6,406 "
11/28/2017," 6,423 "
11/29/2017," 6,311 "
11/30/2017," 6,366 "
12/1/2017," 6,338 "
12/4/2017," 6,264 "
12/5/2017," 6,265 "
12/6/2017," 6,293 "
12/7/2017," 6,316 "
12/8/2017," 6,345 "
12/11/2017," 6,394 "
12/12/2017," 6,384 "
12/13/2017," 6,395 "
12/14/2017," 6,390 "
12/15/2017," 6,466 "
12/18/2017," 6,513 "
12/19/2017," 6,481 "
12/20/2017," 6,472 "
12/21/2017," 6,473 "
12/22/2017," 6,465 "
12/25/2017,
12/26/2017," 6,433 "
12/27/2017," 6,435 "
12/28/2017," 6,441 "
12/29/2017," 6,396 "
1/1/2018,
1/2/2018," 6,511 "
1/3/2018," 6,576 "
1/4/2018," 6,585 "
1/5/2018," 6,653 "
1/8/2018," 6,677 "
1/9/2018," 6,678 "
1/10/2018," 6,663 "
1/11/2018," 6,708 "
1/12/2018," 6,759 "
1/15/2018,
1/16/2018," 6,737 "
1/17/2018," 6,810 "
1/18/2018," 6,811 "
1/19/2018," 6,834 "
1/22/2018," 6,906 "
1/23/2018," 6,963 "
1/24/2018," 6,919 "
1/25/2018," 6,916 "
1/26/2018," 7,023 "
1/29/2018," 6,988 "
1/30/2018," 6,931 "
1/31/2018," 6,950 "
2/1/2018," 6,902 "
2/2/2018," 6,760 "
2/5/2018," 6,496 "
2/6/2018," 6,666 "
2/7/2018," 6,582 "
2/8/2018," 6,306 "
2/9/2018," 6,413 "
2/12/2018," 6,524 "
2/13/2018," 6,554 "
2/14/2018," 6,675 "
2/15/2018," 6,795 "
2/16/2018," 6,771 "
2/19/2018,
2/20/2018," 6,780 "
2/21/2018," 6,759 "
2/22/2018," 6,762 "
2/23/2018," 6,897 "
2/26/2018," 6,989 "
2/27/2018," 6,900 "
2/28/2018," 6,854 "
3/1/2018," 6,751 "
3/2/2018," 6,811 "
3/5/2018," 6,881 "
3/6/2018," 6,913 "
3/7/2018," 6,929 "
3/8/2018," 6,966 "
3/9/2018," 7,101 "
3/12/2018," 7,131 "
3/13/2018," 7,047 "
3/14/2018," 7,041 "
3/15/2018," 7,031 "
3/16/2018," 7,020 "
3/19/2018," 6,865 "
3/20/2018," 6,886 "
3/21/2018," 6,853 "
3/22/2018," 6,682 "
3/23/2018," 6,508 "
3/26/2018," 6,754 "
3/27/2018," 6,530 "
3/28/2018," 6,461 "
3/29/2018," 6,581 "
3/30/2018,
4/2/2018," 6,391 "
4/3/2018," 6,459 "
4/4/2018," 6,560 "
4/5/2018," 6,595 "
4/6/2018," 6,433 "
4/9/2018," 6,472 "
4/10/2018," 6,616 "
4/11/2018," 6,583 "
4/12/2018," 6,656 "
4/13/2018," 6,628 "
4/16/2018," 6,675 "
4/17/2018," 6,816 "
4/18/2018," 6,833 "
4/19/2018," 6,775 "
4/20/2018," 6,668 "
4/23/2018," 6,649 "
4/24/2018," 6,509 "
4/25/2018," 6,514 "
4/26/2018," 6,650 "
4/27/2018," 6,656 "
4/30/2018," 6,606 "
5/1/2018," 6,682 "
5/2/2018," 6,644 "
5/3/2018," 6,643 "
5/4/2018," 6,769 "
5/7/2018," 6,822 "
5/8/2018," 6,815 "
5/9/2018," 6,893 "
5/10/2018," 6,964 "
5/11/2018," 6,953 "
5/14/2018," 6,964 "
5/15/2018," 6,889 "
5/16/2018," 6,930 "
5/17/2018," 6,902 "
5/18/2018," 6,866 "
5/21/2018," 6,906 "
5/22/2018," 6,894 "
5/23/2018," 6,954 "
5/24/2018," 6,950 "
5/25/2018," 6,961 "
5/28/2018,
5/29/2018," 6,927 "
5/30/2018," 6,976 "
5/31/2018," 6,968 "
6/1/2018," 7,084 "
6/4/2018," 7,144 "
6/5/2018," 7,167 "
6/6/2018," 7,210 "
6/7/2018," 7,153 "
6/8/2018," 7,153 "
6/11/2018," 7,168 "
6/12/2018," 7,209 "
6/13/2018," 7,205 "
6/14/2018," 7,280 "
6/15/2018," 7,256 "
6/18/2018," 7,251 "
6/19/2018," 7,228 "
6/20/2018," 7,281 "
6/21/2018," 7,217 "
6/22/2018," 7,198 "
6/25/2018," 7,038 "
6/26/2018," 7,068 "
6/27/2018," 6,970 "
6/28/2018," 7,032 "
6/29/2018," 7,041 "
7/2/2018," 7,098 "
7/3/2018," 7,015 "
7/4/2018,
7/5/2018," 7,101 "
7/6/2018," 7,207 "
7/9/2018," 7,276 "
7/10/2018," 7,283 "
7/11/2018," 7,244 "
7/12/2018," 7,366 "
7/13/2018," 7,376 "
7/16/2018," 7,358 "
7/17/2018," 7,404 "
7/18/2018," 7,390 "
7/19/2018," 7,352 "
7/20/2018," 7,350 "
7/23/2018," 7,372 "
7/24/2018," 7,406 "
7/25/2018," 7,509 "
7/26/2018," 7,401 "
7/27/2018," 7,297 "
7/30/2018," 7,193 "
7/31/2018," 7,232 "
8/1/2018," 7,273 "
8/2/2018," 7,372 "
8/3/2018," 7,395 "
8/6/2018," 7,439 "
8/7/2018," 7,463 "
8/8/2018," 7,470 "
8/9/2018," 7,467 "
8/10/2018," 7,408 "
8/13/2018," 7,401 "
8/14/2018," 7,447 "
8/15/2018," 7,355 "
8/16/2018," 7,374 "
8/17/2018," 7,378 "
8/20/2018," 7,371 "
8/21/2018," 7,397 "
8/22/2018," 7,425 "
8/23/2018," 7,414 "
8/24/2018," 7,485 "
8/27/2018," 7,559 "
8/28/2018," 7,570 "
8/29/2018," 7,660 "
8/30/2018," 7,643 "
8/31/2018," 7,655 "
9/3/2018,
9/4/2018," 7,622 "
9/5/2018," 7,523 "
9/6/2018," 7,453 "
9/7/2018," 7,430 "
9/10/2018," 7,448 "
9/11/2018," 7,508 "
9/12/2018," 7,488 "
9/13/2018," 7,562 "
9/14/2018," 7,545 "
9/17/2018," 7,435 "
9/18/2018," 7,494 "
9/19/2018," 7,490 "
9/20/2018," 7,569 "
9/21/2018," 7,531 "
9/24/2018," 7,549 "
