DATE,DDDM01USA156NWDB
2000-01-01,146.656
2001-01-01,138.855
2002-01-01,115.334
2003-01-01,111.191
2004-01-01,126.18299999999999
2005-01-01,128.954
2006-01-01,133.784
2007-01-01,137.606
2008-01-01,109.74
2009-01-01,92.7631
2010-01-01,108.12100000000001
2011-01-01,107.214
2012-01-01,106.749
2013-01-01,127.992
2014-01-01,145.424
2015-01-01,141.876
2016-01-01,140.661
2017-01-01,153.211
